epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1698.58,0.85263,0.57472,0.88257,0.77806,0.49337,0.58166,0.34579,1.45134,1.93966,1.06804,0.0010364,0.0010364,0.0010364
75,1721.48,0.80683,0.51741,0.87506,0.68184,0.57414,0.62629,0.35766,1.49651,1.55505,1.09551,0.0010232,0.0010232,0.0010232
76,1744.29,0.81561,0.52554,0.87969,0.76273,0.54573,0.57154,0.32123,1.50599,1.48816,1.10219,0.00101,0.00101,0.00101
77,1767.23,0.79178,0.51113,0.86914,0.74219,0.47344,0.5614,0.324,1.50551,1.86194,1.09474,0.0009968,0.0009968,0.0009968
78,1790.03,0.79967,0.50087,0.87216,0.7702,0.49785,0.55807,0.32046,1.50534,1.7603,1.09606,0.0009836,0.0009836,0.0009836
79,1812.87,0.8065,0.51375,0.87823,0.732,0.50928,0.59029,0.34074,1.52023,1.73018,1.10012,0.0009704,0.0009704,0.0009704
80,1835.64,0.78355,0.49084,0.86861,0.75445,0.56764,0.61864,0.3666,1.47169,1.59134,1.08333,0.0009572,0.0009572,0.0009572
81,1858.65,0.7759,0.47684,0.86917,0.70508,0.54537,0.58633,0.34489,1.47755,1.72044,1.09936,0.000944,0.000944,0.000944
82,1881.47,0.77276,0.46727,0.866,0.66551,0.5809,0.59799,0.35103,1.50146,1.5944,1.11495,0.0009308,0.0009308,0.0009308
83,1904.26,0.76069,0.46999,0.86203,0.73752,0.58621,0.64386,0.38223,1.48206,1.51932,1.10131,0.0009176,0.0009176,0.0009176
84,1927.23,0.78424,0.47563,0.86977,0.72658,0.56233,0.63148,0.37239,1.48438,1.57161,1.08872,0.0009044,0.0009044,0.0009044
85,1950.1,0.7502,0.42924,0.8649,0.72282,0.56721,0.58717,0.34002,1.49064,1.57201,1.09732,0.0008912,0.0008912,0.0008912
86,1972.89,0.74778,0.44865,0.85903,0.73527,0.55438,0.61047,0.36141,1.47479,1.62448,1.09647,0.000878,0.000878,0.000878
87,1995.82,0.7363,0.43119,0.85241,0.74321,0.5305,0.57333,0.33787,1.51061,1.82644,1.10091,0.0008648,0.0008648,0.0008648
88,2018.63,0.74247,0.43403,0.85789,0.76284,0.59682,0.65266,0.39249,1.44906,1.61259,1.07326,0.0008516,0.0008516,0.0008516
89,2041.68,0.72664,0.43014,0.85726,0.79598,0.52778,0.58792,0.34604,1.4618,1.78059,1.07795,0.0008384,0.0008384,0.0008384
90,2064.54,0.72411,0.41482,0.85827,0.73617,0.54769,0.61069,0.36701,1.43158,1.67882,1.07222,0.0008252,0.0008252,0.0008252
91,2087.45,0.71689,0.42892,0.85054,0.68785,0.49867,0.56934,0.34439,1.45019,1.9646,1.08379,0.000812,0.000812,0.000812
92,2110.23,0.72791,0.42371,0.85587,0.76482,0.54642,0.61804,0.37046,1.44965,1.56934,1.07167,0.0007988,0.0007988,0.0007988
93,2133.1,0.71224,0.41019,0.85769,0.73842,0.56233,0.60479,0.35981,1.47367,1.61357,1.10015,0.0007856,0.0007856,0.0007856
94,2156.01,0.70212,0.40214,0.85021,0.75595,0.51989,0.61352,0.37402,1.44445,1.83512,1.08102,0.0007724,0.0007724,0.0007724
95,2178.86,0.70761,0.40878,0.84969,0.73801,0.58282,0.63945,0.39359,1.46232,1.64831,1.09508,0.0007592,0.0007592,0.0007592
96,2201.68,0.69009,0.39705,0.84816,0.78752,0.56499,0.65144,0.39887,1.47064,1.67438,1.09993,0.000746,0.000746,0.000746
97,2224.67,0.70426,0.407,0.85055,0.75797,0.57318,0.64596,0.38865,1.48135,1.53622,1.09069,0.0007328,0.0007328,0.0007328
98,2247.5,0.71246,0.40125,0.85161,0.72191,0.58529,0.62272,0.36866,1.44357,1.53356,1.08817,0.0007196,0.0007196,0.0007196
99,2270.37,0.68542,0.37734,0.85145,0.7829,0.56764,0.6428,0.39302,1.46241,1.55917,1.09328,0.0007064,0.0007064,0.0007064
100,2293.23,0.66977,0.37927,0.84952,0.73143,0.55625,0.63184,0.38028,1.49643,1.64985,1.10361,0.0006932,0.0006932,0.0006932
101,2316.12,0.67296,0.37176,0.84264,0.78981,0.50834,0.6148,0.36928,1.52542,1.87718,1.11556,0.00068,0.00068,0.00068
102,2338.88,0.66125,0.36542,0.84395,0.74428,0.54907,0.61799,0.37697,1.45955,1.6615,1.08799,0.0006668,0.0006668,0.0006668
103,2361.73,0.66376,0.36629,0.84334,0.81685,0.55604,0.64731,0.39697,1.44555,1.45734,1.0816,0.0006536,0.0006536,0.0006536
104,2384.54,0.63855,0.35964,0.83718,0.80005,0.5519,0.63276,0.38754,1.45116,1.5766,1.09245,0.0006404,0.0006404,0.0006404
105,2407.37,0.64501,0.35075,0.84231,0.81971,0.52255,0.60196,0.36949,1.44444,1.69615,1.09324,0.0006272,0.0006272,0.0006272
106,2430.19,0.63006,0.34928,0.83707,0.80013,0.55968,0.63445,0.39016,1.41989,1.62367,1.0961,0.000614,0.000614,0.000614
107,2453.07,0.63439,0.35334,0.83676,0.77325,0.54642,0.61501,0.38088,1.43173,1.7794,1.09827,0.0006008,0.0006008,0.0006008
108,2475.91,0.62043,0.34322,0.83554,0.75758,0.56366,0.64178,0.40028,1.45014,1.76886,1.10114,0.0005876,0.0005876,0.0005876
109,2498.96,0.64088,0.34851,0.83868,0.72831,0.56174,0.63641,0.38817,1.46994,1.6699,1.1075,0.0005744,0.0005744,0.0005744
110,2521.75,0.61892,0.34563,0.83633,0.78753,0.55968,0.64343,0.39977,1.44705,1.68729,1.09638,0.0005612,0.0005612,0.0005612
111,2544.58,0.62286,0.34426,0.83776,0.80304,0.54074,0.63389,0.39452,1.44255,1.69246,1.10009,0.000548,0.000548,0.000548
112,2567.37,0.62126,0.34487,0.83421,0.8215,0.54111,0.63181,0.39312,1.43818,1.80897,1.1014,0.0005348,0.0005348,0.0005348
113,2590.26,0.60554,0.33053,0.83383,0.81866,0.54377,0.64855,0.39244,1.45343,1.59384,1.10962,0.0005216,0.0005216,0.0005216
114,2613.05,0.60033,0.32826,0.83576,0.80325,0.53846,0.66082,0.40517,1.46334,1.7675,1.11068,0.0005084,0.0005084,0.0005084
115,2636.06,0.59722,0.32789,0.82797,0.80255,0.5756,0.65828,0.41121,1.42239,1.60146,1.09745,0.0004952,0.0004952,0.0004952
116,2659.01,0.6051,0.3263,0.83367,0.79034,0.55995,0.65221,0.40228,1.47391,1.73122,1.11628,0.000482,0.000482,0.000482
117,2681.83,0.58856,0.31551,0.81945,0.79372,0.54377,0.65539,0.41028,1.45005,1.84719,1.10719,0.0004688,0.0004688,0.0004688
118,2704.65,0.59494,0.31409,0.83078,0.78755,0.58014,0.65696,0.40368,1.44528,1.64916,1.11054,0.0004556,0.0004556,0.0004556
119,2727.53,0.58288,0.31222,0.82742,0.83047,0.55872,0.64286,0.39106,1.45531,1.64777,1.11988,0.0004424,0.0004424,0.0004424
120,2750.29,0.55881,0.30201,0.82493,0.78102,0.58621,0.65264,0.40182,1.44208,1.54687,1.11259,0.0004292,0.0004292,0.0004292
121,2773.16,0.58186,0.3116,0.82808,0.82236,0.5305,0.66679,0.42134,1.42971,1.73791,1.10941,0.000416,0.000416,0.000416
122,2796.07,0.57966,0.31457,0.83076,0.81708,0.53581,0.65348,0.40814,1.44757,1.72269,1.11026,0.0004028,0.0004028,0.0004028
123,2818.91,0.56173,0.30767,0.83285,0.81873,0.56307,0.67558,0.42172,1.43313,1.6342,1.1117,0.0003896,0.0003896,0.0003896
124,2841.9,0.5581,0.30148,0.81878,0.76073,0.59682,0.66454,0.41376,1.42375,1.59589,1.10344,0.0003764,0.0003764,0.0003764
125,2864.78,0.57892,0.306,0.83089,0.8662,0.53581,0.65546,0.40589,1.43215,1.705,1.10423,0.0003632,0.0003632,0.0003632
126,2887.64,0.5447,0.29894,0.8205,0.74095,0.60477,0.66581,0.41506,1.43645,1.58096,1.11159,0.00035,0.00035,0.00035
127,2910.58,0.54223,0.28901,0.82123,0.75856,0.59151,0.65838,0.4139,1.44099,1.59779,1.11205,0.0003368,0.0003368,0.0003368
128,2933.41,0.537,0.29008,0.81899,0.83653,0.55172,0.63932,0.40453,1.44892,1.80773,1.11091,0.0003236,0.0003236,0.0003236
129,2956.28,0.54238,0.28657,0.82306,0.82949,0.55968,0.65189,0.41414,1.42413,1.75548,1.10338,0.0003104,0.0003104,0.0003104
130,2979.13,0.53479,0.28451,0.81655,0.81059,0.56764,0.64107,0.40217,1.43252,1.75059,1.10604,0.0002972,0.0002972,0.0002972
131,3002.07,0.52265,0.28392,0.81653,0.83712,0.55438,0.64516,0.40248,1.42533,1.62913,1.10568,0.000284,0.000284,0.000284
132,3024.91,0.53136,0.27967,0.82228,0.79878,0.58621,0.66822,0.42291,1.40806,1.54025,1.09799,0.0002708,0.0002708,0.0002708
133,3047.98,0.52316,0.28114,0.82297,0.80479,0.57294,0.67346,0.43222,1.41222,1.64994,1.09823,0.0002576,0.0002576,0.0002576
134,3070.99,0.51529,0.27862,0.82032,0.81569,0.55438,0.65988,0.4211,1.41997,1.70929,1.10027,0.0002444,0.0002444,0.0002444
135,3093.99,0.51011,0.27614,0.81582,0.83894,0.57294,0.66873,0.42085,1.41398,1.63867,1.10223,0.0002312,0.0002312,0.0002312
136,3116.85,0.51205,0.27484,0.81272,0.87062,0.54907,0.67159,0.42305,1.41972,1.56537,1.10857,0.000218,0.000218,0.000218
137,3139.72,0.51696,0.27598,0.81751,0.85503,0.56321,0.67632,0.43347,1.40966,1.61201,1.10847,0.0002048,0.0002048,0.0002048
138,3162.73,0.50057,0.27305,0.81781,0.84955,0.56918,0.67888,0.43351,1.39713,1.56482,1.10255,0.0001916,0.0001916,0.0001916
139,3185.74,0.49951,0.26772,0.81613,0.83607,0.55468,0.66149,0.42448,1.39698,1.70069,1.09869,0.0001784,0.0001784,0.0001784
140,3208.51,0.4867,0.26979,0.81092,0.81875,0.55117,0.66435,0.42307,1.41153,1.75709,1.10333,0.0001652,0.0001652,0.0001652
141,3236.84,0.48407,0.25924,0.81084,0.81757,0.54642,0.66169,0.42237,1.3959,1.73435,1.0989,0.000152,0.000152,0.000152
142,3259.71,0.48412,0.26241,0.8091,0.81421,0.54634,0.65124,0.41837,1.41037,1.75829,1.10701,0.0001388,0.0001388,0.0001388
143,3282.58,0.48374,0.25853,0.80763,0.81881,0.56338,0.65832,0.42047,1.41454,1.70417,1.1122,0.0001256,0.0001256,0.0001256
144,3305.41,0.47661,0.26601,0.81078,0.80292,0.56233,0.65956,0.42291,1.41012,1.68927,1.11242,0.0001124,0.0001124,0.0001124
145,3328.3,0.47951,0.25507,0.80613,0.83208,0.55172,0.65696,0.42231,1.41486,1.71102,1.1134,9.92e-05,9.92e-05,9.92e-05
146,3351.12,0.46228,0.24727,0.80893,0.83365,0.54642,0.66472,0.42496,1.41017,1.69434,1.11101,8.6e-05,8.6e-05,8.6e-05
147,3374.05,0.46155,0.24581,0.81121,0.82843,0.56356,0.66476,0.4236,1.41175,1.68901,1.11148,7.28e-05,7.28e-05,7.28e-05
148,3396.92,0.46068,0.24989,0.81069,0.83931,0.55418,0.66548,0.42348,1.40826,1.69946,1.11154,5.96e-05,5.96e-05,5.96e-05
149,3419.87,0.47137,0.25108,0.81071,0.83184,0.56424,0.66176,0.42428,1.4103,1.68478,1.11097,4.64e-05,4.64e-05,4.64e-05
150,3442.76,0.46679,0.2533,0.81453,0.83988,0.55968,0.6647,0.42482,1.40223,1.64575,1.10934,3.32e-05,3.32e-05,3.32e-05
