epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4702.38,0.95707,0.48506,1.62923,0.87715,0.59544,0.72419,0.48375,2.66786,3.84406,2.24335,0.0002279,0.0002279,0.0002279
181,4728.41,0.9426,0.49229,1.62086,0.83803,0.62863,0.733,0.48783,2.63718,3.74275,2.23301,0.000218,0.000218,0.000218
182,4754.44,0.93078,0.4593,1.62252,0.85487,0.60373,0.72976,0.49267,2.63055,3.94419,2.24234,0.0002081,0.0002081,0.0002081
183,4780.5,0.93593,0.46173,1.62729,0.84212,0.62448,0.73271,0.49214,2.64945,3.82029,2.2394,0.0001982,0.0001982,0.0001982
184,4806.6,0.91296,0.4592,1.62046,0.85178,0.61996,0.73908,0.50197,2.60873,3.87918,2.22011,0.0001883,0.0001883,0.0001883
185,4832.68,0.89341,0.45347,1.60911,0.88577,0.59527,0.7291,0.49599,2.61112,3.91804,2.22877,0.0001784,0.0001784,0.0001784
186,4858.67,0.87636,0.43841,1.61932,0.88593,0.60581,0.73379,0.49482,2.6451,3.94442,2.24025,0.0001685,0.0001685,0.0001685
187,4884.75,0.88821,0.44088,1.60492,0.8494,0.62241,0.73582,0.49724,2.60834,3.86458,2.23182,0.0001586,0.0001586,0.0001586
188,4910.88,0.88837,0.44508,1.62596,0.86175,0.61411,0.73648,0.50025,2.61048,3.84249,2.23945,0.0001487,0.0001487,0.0001487
189,4936.85,0.89164,0.45881,1.60999,0.8735,0.61603,0.72876,0.49304,2.62407,3.79679,2.24106,0.0001388,0.0001388,0.0001388
190,4962.93,0.87459,0.451,1.61415,0.85147,0.62241,0.72218,0.48281,2.61849,3.83352,2.24084,0.0001289,0.0001289,0.0001289
191,4993.62,0.87783,0.43834,1.61525,0.85267,0.62241,0.72976,0.49142,2.5978,3.82324,2.23674,0.000119,0.000119,0.000119
192,5019.7,0.88963,0.44156,1.61902,0.86399,0.61941,0.73162,0.49024,2.61679,3.85712,2.25585,0.0001091,0.0001091,0.0001091
193,5045.82,0.87076,0.43606,1.62112,0.85607,0.61697,0.73515,0.49415,2.62742,3.91218,2.2538,9.92e-05,9.92e-05,9.92e-05
194,5071.97,0.85669,0.43636,1.61609,0.86427,0.61203,0.73049,0.49193,2.62421,3.90457,2.24869,8.93e-05,8.93e-05,8.93e-05
195,5098.09,0.83714,0.42248,1.6084,0.87401,0.60581,0.72955,0.49168,2.63338,3.90416,2.25841,7.94e-05,7.94e-05,7.94e-05
196,5124.2,0.8404,0.43374,1.6045,0.88084,0.59751,0.72354,0.48711,2.61741,3.88396,2.25111,6.95e-05,6.95e-05,6.95e-05
197,5150.4,0.84309,0.42918,1.61336,0.87087,0.60164,0.72433,0.49036,2.61959,3.91015,2.25634,5.96e-05,5.96e-05,5.96e-05
198,5176.53,0.84733,0.42532,1.61182,0.87758,0.6098,0.72748,0.49436,2.61587,3.95061,2.25346,4.97e-05,4.97e-05,4.97e-05
199,5202.77,0.8347,0.41781,1.61042,0.87514,0.60373,0.72968,0.49393,2.63742,3.97165,2.25743,3.98e-05,3.98e-05,3.98e-05
200,5229.05,0.83746,0.44144,1.60888,0.84845,0.61618,0.73097,0.49599,2.63018,3.96242,2.25421,2.99e-05,2.99e-05,2.99e-05
